epoch,batch,train_loss
1.0,241.0,0.1270316243171692
1.0,242.0,0.14299963414669037
1.0,243.0,0.17405150830745697
1.0,244.0,0.15627922117710114
1.0,245.0,0.19134408235549927
1.0,246.0,0.16120025515556335
1.0,247.0,0.16360077261924744
1.0,248.0,0.19759486615657806
1.0,249.0,0.16449961066246033
1.0,250.0,0.15561455488204956
1.0,251.0,0.19348743557929993
1.0,252.0,0.15704108774662018
1.0,253.0,0.1712709367275238
1.0,254.0,0.1281820833683014
1.0,255.0,0.16354939341545105
1.0,256.0,0.18329772353172302
1.0,257.0,0.1456291377544403
1.0,258.0,0.1639995127916336
1.0,259.0,0.1231207624077797
1.0,260.0,0.14037010073661804
1.0,261.0,0.161258727312088
1.0,262.0,0.15810036659240723
1.0,263.0,0.20229899883270264
1.0,264.0,0.17308634519577026
1.0,265.0,0.15402363240718842
1.0,266.0,0.14453956484794617
1.0,267.0,0.13952727615833282
1.0,268.0,0.1545754075050354
1.0,269.0,0.1565638780593872
1.0,270.0,0.14148011803627014
1.0,271.0,0.22314855456352234
1.0,272.0,0.1994307041168213
1.0,273.0,0.21413740515708923
1.0,274.0,0.13025331497192383
1.0,275.0,0.2190096378326416
1.0,276.0,0.1793650984764099
1.0,277.0,0.13984651863574982
1.0,278.0,0.15775582194328308
1.0,279.0,0.16922199726104736
1.0,280.0,0.17423751950263977
1.0,281.0,0.1614077389240265
1.0,282.0,0.1438417285680771
1.0,283.0,0.13257041573524475
1.0,284.0,0.18809831142425537
1.0,285.0,0.16097965836524963
1.0,286.0,0.11855974793434143
1.0,287.0,0.16170060634613037
1.0,288.0,0.12953497469425201
1.0,289.0,0.15108679234981537
1.0,290.0,0.1655506044626236
1.0,291.0,0.14389075338840485
1.0,292.0,0.15573635697364807
1.0,293.0,0.2090490311384201
1.0,294.0,0.1745997965335846
1.0,295.0,0.17598824203014374
1.0,296.0,0.18247002363204956
1.0,297.0,0.1386510729789734
1.0,298.0,0.16355261206626892
1.0,299.0,0.13546770811080933
1.0,300.0,0.1551201194524765
1.0,301.0,0.16179829835891724
1.0,302.0,0.16301989555358887
1.0,303.0,0.16842177510261536
1.0,304.0,0.1722390055656433
1.0,305.0,0.1542631983757019
1.0,306.0,0.14210684597492218
1.0,307.0,0.16523805260658264
1.0,308.0,0.15645919740200043
1.0,309.0,0.120467908680439
1.0,310.0,0.1782989203929901
1.0,311.0,0.1418326497077942
1.0,312.0,0.14709420502185822
1.0,313.0,0.19814547896385193
1.0,314.0,0.14111894369125366
1.0,315.0,0.19232434034347534
1.0,316.0,0.19560059905052185
1.0,317.0,0.18015313148498535
1.0,318.0,0.15180158615112305
1.0,319.0,0.14775818586349487
1.0,320.0,0.14008080959320068
1.0,321.0,0.16791142523288727
1.0,322.0,0.17427964508533478
1.0,323.0,0.12637513875961304
1.0,324.0,0.18022584915161133
1.0,325.0,0.15398964285850525
1.0,326.0,0.18125367164611816
1.0,327.0,0.16295018792152405
1.0,328.0,0.1357097625732422
1.0,329.0,0.12042699754238129
1.0,330.0,0.15807528793811798
1.0,331.0,0.1111980751156807
1.0,332.0,0.17883220314979553
1.0,333.0,0.14673632383346558
1.0,334.0,0.1731482744216919
1.0,335.0,0.21395334601402283
1.0,336.0,0.13487640023231506
1.0,337.0,0.17246320843696594
1.0,338.0,0.21420884132385254
1.0,339.0,0.15797749161720276
1.0,340.0,0.17680951952934265
1.0,341.0,0.14675599336624146
1.0,342.0,0.13758359849452972
1.0,343.0,0.14850211143493652
1.0,344.0,0.14385266602039337
1.0,345.0,0.17266124486923218
1.0,346.0,0.1512403041124344
1.0,347.0,0.1572178304195404
1.0,348.0,0.1474224328994751
1.0,349.0,0.1701357066631317
1.0,350.0,0.16350582242012024
1.0,351.0,0.13752014935016632
1.0,352.0,0.15411949157714844
1.0,353.0,0.1466323286294937
1.0,354.0,0.16009733080863953
1.0,355.0,0.17049112915992737
1.0,356.0,0.155851811170578
1.0,357.0,0.17343199253082275
1.0,358.0,0.14410817623138428
1.0,359.0,0.14758870005607605
1.0,360.0,0.19153037667274475
1.0,361.0,0.1459079086780548
1.0,362.0,0.16935448348522186
1.0,363.0,0.13585646450519562
1.0,364.0,0.1278906613588333
1.0,365.0,0.14539578557014465
1.0,366.0,0.21231727302074432
1.0,367.0,0.15099766850471497
1.0,368.0,0.15141665935516357
1.0,369.0,0.16645488142967224
1.0,370.0,0.13568297028541565
1.0,371.0,0.1452282816171646
1.0,372.0,0.18100661039352417
1.0,373.0,0.1316152960062027
1.0,374.0,0.18236342072486877
1.0,375.0,0.15083175897598267
1.0,376.0,0.1444450318813324
1.0,377.0,0.13309794664382935
1.0,378.0,0.16087600588798523
1.0,379.0,0.15347906947135925
1.0,380.0,0.14435970783233643
1.0,381.0,0.15201491117477417
1.0,382.0,0.13096362352371216
1.0,383.0,0.13216343522071838
1.0,384.0,0.2107124924659729
1.0,385.0,0.14777296781539917
1.0,386.0,0.13991974294185638
1.0,387.0,0.14095145463943481
1.0,388.0,0.12558294832706451
1.0,389.0,0.17058786749839783
1.0,390.0,0.14268185198307037
1.0,391.0,0.15893210470676422
1.0,392.0,0.1746962070465088
1.0,393.0,0.14155073463916779
1.0,394.0,0.1761413961648941
1.0,395.0,0.16832461953163147
1.0,396.0,0.13513043522834778
1.0,397.0,0.1766761839389801
1.0,398.0,0.17465274035930634
1.0,399.0,0.15082433819770813
1.0,400.0,0.15202978253364563
1.0,401.0,0.15853437781333923
1.0,402.0,0.15994787216186523
1.0,403.0,0.1476128101348877
1.0,404.0,0.18143513798713684
1.0,405.0,0.16312751173973083
1.0,406.0,0.13877969980239868
1.0,407.0,0.14240853488445282
1.0,408.0,0.14876079559326172
1.0,409.0,0.1496296226978302
1.0,410.0,0.14645560085773468
1.0,411.0,0.1865713894367218
1.0,412.0,0.15368777513504028
1.0,413.0,0.1570671796798706
1.0,414.0,0.15635988116264343
1.0,415.0,0.1371936947107315
1.0,416.0,0.13306555151939392
1.0,417.0,0.16966655850410461
1.0,418.0,0.18381434679031372
1.0,419.0,0.23649843037128448
1.0,420.0,0.19069284200668335
1.0,421.0,0.1510908305644989
1.0,422.0,0.15731169283390045
1.0,423.0,0.19989097118377686
1.0,424.0,0.15664158761501312
1.0,425.0,0.1445614993572235
1.0,426.0,0.1746855229139328
1.0,427.0,0.14985817670822144
1.0,428.0,0.14377090334892273
1.0,429.0,0.1226491630077362
1.0,430.0,0.16651585698127747
1.0,431.0,0.1364748477935791
1.0,432.0,0.12663698196411133
1.0,433.0,0.13951396942138672
1.0,434.0,0.178677499294281
1.0,435.0,0.1624976098537445
1.0,436.0,0.15845993161201477
1.0,437.0,0.1760706603527069
1.0,438.0,0.18850833177566528
1.0,439.0,0.18580862879753113
1.0,440.0,0.15889817476272583
1.0,441.0,0.19229409098625183
1.0,442.0,0.1718100607395172
1.0,443.0,0.17661981284618378
1.0,444.0,0.12237809598445892
1.0,445.0,0.13403619825839996
1.0,446.0,0.16124075651168823
1.0,447.0,0.1982751190662384
1.0,448.0,0.13882294297218323
1.0,449.0,0.14093540608882904
1.0,450.0,0.1569814383983612
1.0,451.0,0.15944185853004456
1.0,452.0,0.178884819149971
1.0,453.0,0.18432165682315826
1.0,454.0,0.13180404901504517
1.0,455.0,0.14094458520412445
1.0,456.0,0.16730521619319916
1.0,457.0,0.13910575211048126
1.0,458.0,0.17131459712982178
1.0,459.0,0.15942279994487762
1.0,460.0,0.16860292851924896
1.0,461.0,0.16725850105285645
1.0,462.0,0.13394024968147278
1.0,463.0,0.17272789776325226
1.0,464.0,0.17179013788700104
1.0,465.0,0.15312612056732178
1.0,466.0,0.1351621448993683
1.0,467.0,0.16687195003032684
1.0,468.0,0.1731734722852707
1.0,469.0,0.13406719267368317
1.0,470.0,0.193990558385849
1.0,471.0,0.1551615297794342
1.0,472.0,0.1398487687110901
1.0,473.0,0.20622390508651733
1.0,474.0,0.1578255593776703
1.0,475.0,0.13697367906570435
1.0,476.0,0.15927138924598694
1.0,477.0,0.12121661752462387
1.0,478.0,0.1629246175289154
1.0,479.0,0.15614676475524902
1.0,480.0,0.17649048566818237
1.0,481.0,0.1482735276222229
1.0,482.0,0.1571890115737915
1.0,483.0,0.14708685874938965
1.0,484.0,0.1699206680059433
1.0,485.0,0.20560261607170105
1.0,486.0,0.15977634489536285
1.0,487.0,0.13806574046611786
1.0,488.0,0.1757354587316513
1.0,489.0,0.1562734842300415
1.0,490.0,0.17467039823532104
1.0,491.0,0.16684621572494507
1.0,492.0,0.1359894871711731
1.0,493.0,0.15329304337501526
1.0,494.0,0.15868623554706573
1.0,495.0,0.16204974055290222
1.0,496.0,0.16576963663101196
1.0,497.0,0.13113728165626526
1.0,498.0,0.1591872274875641
1.0,499.0,0.13821181654930115
1.0,500.0,0.12844446301460266
1.0,501.0,0.12680622935295105
1.0,502.0,0.1385645866394043
1.0,503.0,0.1733049750328064
1.0,504.0,0.1345674693584442
1.0,505.0,0.19441166520118713
1.0,506.0,0.21301884949207306
1.0,507.0,0.17629139125347137
1.0,508.0,0.16458141803741455
1.0,509.0,0.140221506357193
1.0,510.0,0.15286198258399963
1.0,511.0,0.1949540376663208
1.0,512.0,0.20419102907180786
1.0,513.0,0.2109244465827942
1.0,514.0,0.13408102095127106
1.0,515.0,0.17008520662784576
1.0,516.0,0.13426637649536133
1.0,517.0,0.13997730612754822
1.0,518.0,0.12504646182060242
1.0,519.0,0.15466180443763733
1.0,520.0,0.1275661140680313
1.0,521.0,0.17745916545391083
1.0,522.0,0.14857131242752075
1.0,523.0,0.18519319593906403
1.0,524.0,0.19273799657821655
1.0,525.0,0.15258842706680298
1.0,526.0,0.1309487372636795
1.0,527.0,0.14418315887451172
1.0,528.0,0.1632920205593109
1.0,529.0,0.1897231638431549
1.0,530.0,0.14135684072971344
1.0,531.0,0.14936545491218567
1.0,532.0,0.18710482120513916
1.0,533.0,0.12734122574329376
1.0,534.0,0.12523946166038513
1.0,535.0,0.1754360795021057
1.0,536.0,0.18294686079025269
1.0,537.0,0.17371931672096252
1.0,538.0,0.16006678342819214
1.0,539.0,0.13614173233509064
1.0,540.0,0.17598313093185425
1.0,541.0,0.1677548736333847
1.0,542.0,0.17663854360580444
1.0,543.0,0.15220077335834503
1.0,544.0,0.13241302967071533
1.0,545.0,0.1612134575843811
1.0,546.0,0.13224032521247864
1.0,547.0,0.1567184031009674
1.0,548.0,0.14883798360824585
1.0,549.0,0.17910362780094147
1.0,550.0,0.17685431241989136
1.0,551.0,0.1590740978717804
1.0,552.0,0.14961253106594086
1.0,553.0,0.14083953201770782
1.0,554.0,0.15240222215652466
1.0,555.0,0.17208141088485718
1.0,556.0,0.12304382026195526
1.0,557.0,0.14716365933418274
1.0,558.0,0.17004188895225525
1.0,559.0,0.17099712789058685
1.0,560.0,0.16732057929039001
1.0,561.0,0.17841674387454987
1.0,562.0,0.1551002413034439
1.0,563.0,0.15973949432373047
1.0,564.0,0.1514827311038971
1.0,565.0,0.16692213714122772
1.0,566.0,0.16520893573760986
1.0,567.0,0.1517561674118042
1.0,568.0,0.17405177652835846
1.0,569.0,0.17300841212272644
1.0,570.0,0.16851699352264404
1.0,571.0,0.162986621260643
1.0,572.0,0.14238837361335754
1.0,573.0,0.16044189035892487
1.0,574.0,0.11841383576393127
1.0,575.0,0.13687583804130554
1.0,576.0,0.1424194574356079
1.0,577.0,0.20563706755638123
1.0,578.0,0.1672125905752182
1.0,579.0,0.18340939283370972
1.0,580.0,0.13508498668670654
1.0,581.0,0.12501484155654907
1.0,582.0,0.14350749552249908
1.0,583.0,0.13873234391212463
1.0,584.0,0.14082512259483337
1.0,585.0,0.21047383546829224
1.0,586.0,0.15186728537082672
1.0,587.0,0.17310470342636108
1.0,588.0,0.1520698219537735
1.0,589.0,0.1526394784450531
1.0,590.0,0.13775156438350677
1.0,591.0,0.1495199352502823
1.0,592.0,0.13252666592597961
1.0,593.0,0.16891971230506897
1.0,594.0,0.16646717488765717
1.0,595.0,0.15487810969352722
1.0,596.0,0.1450093537569046
1.0,597.0,0.13595540821552277
1.0,598.0,0.16476620733737946
1.0,599.0,0.18548758327960968
1.0,600.0,0.16634944081306458
1.0,601.0,0.12883245944976807
1.0,602.0,0.16796186566352844
1.0,603.0,0.14348731935024261
1.0,604.0,0.1743144989013672
1.0,605.0,0.15400011837482452
1.0,606.0,0.17467030882835388
1.0,607.0,0.1730957329273224
1.0,608.0,0.17699268460273743
1.0,609.0,0.15284088253974915
1.0,610.0,0.18666532635688782
1.0,611.0,0.1677098274230957
1.0,612.0,0.12380362302064896
1.0,613.0,0.11111059784889221
1.0,614.0,0.17570100724697113
1.0,615.0,0.14807654917240143
1.0,616.0,0.14612941443920135
1.0,617.0,0.19436919689178467
1.0,618.0,0.19470670819282532
1.0,619.0,0.16667577624320984
1.0,620.0,0.15066610276699066
1.0,621.0,0.1653452217578888
1.0,622.0,0.2237502932548523
1.0,623.0,0.1487223505973816
1.0,624.0,0.19161970913410187
1.0,625.0,0.13925433158874512
1.0,626.0,0.1637384593486786
1.0,627.0,0.13665355741977692
1.0,628.0,0.13941717147827148
1.0,629.0,0.18108275532722473
1.0,630.0,0.1784043312072754
1.0,631.0,0.1400078535079956
1.0,632.0,0.13197137415409088
1.0,633.0,0.14837434887886047
1.0,634.0,0.15786941349506378
1.0,635.0,0.15667960047721863
1.0,636.0,0.12738913297653198
1.0,637.0,0.1802407056093216
1.0,638.0,0.17389217019081116
1.0,639.0,0.16555096209049225
1.0,640.0,0.15275587141513824
1.0,641.0,0.174377903342247
1.0,642.0,0.1707288920879364
1.0,643.0,0.16436603665351868
1.0,644.0,0.13096396625041962
1.0,645.0,0.16910681128501892
1.0,646.0,0.14054659008979797
1.0,647.0,0.18981686234474182
1.0,648.0,0.15280088782310486
1.0,649.0,0.16041478514671326
1.0,650.0,0.13640373945236206
1.0,651.0,0.1333930790424347
1.0,652.0,0.13957466185092926
1.0,653.0,0.1452377438545227
1.0,654.0,0.17478583753108978
1.0,655.0,0.18039202690124512
1.0,656.0,0.1303822547197342
1.0,657.0,0.16050738096237183
1.0,658.0,0.15451711416244507
1.0,659.0,0.19267502427101135
1.0,660.0,0.1474524438381195
1.0,661.0,0.1476813405752182
1.0,662.0,0.15878964960575104
1.0,663.0,0.14994442462921143
1.0,664.0,0.15123112499713898
1.0,665.0,0.19134239852428436
1.0,666.0,0.18096382915973663
1.0,667.0,0.1404227316379547
1.0,668.0,0.12735183537006378
1.0,669.0,0.13184234499931335
1.0,670.0,0.15435072779655457
1.0,671.0,0.19134706258773804
1.0,672.0,0.16286705434322357
1.0,673.0,0.11234845221042633
1.0,674.0,0.1712804138660431
1.0,675.0,0.17409288883209229
1.0,676.0,0.12568399310112
1.0,677.0,0.15195351839065552
1.0,678.0,0.14632177352905273
1.0,679.0,0.1591334342956543
1.0,680.0,0.17710281908512115
1.0,681.0,0.13458409905433655
1.0,682.0,0.17208099365234375
1.0,683.0,0.1433575451374054
1.0,684.0,0.18609708547592163
1.0,685.0,0.13778609037399292
1.0,686.0,0.13240301609039307
1.0,687.0,0.16286642849445343
1.0,688.0,0.11700187623500824
1.0,689.0,0.18418779969215393
1.0,690.0,0.1640220731496811
1.0,691.0,0.1618955135345459
1.0,692.0,0.21174365282058716
1.0,693.0,0.12396105378866196
1.0,694.0,0.13504838943481445
1.0,695.0,0.13427971303462982
1.0,696.0,0.15460991859436035
1.0,697.0,0.17499402165412903
1.0,698.0,0.1591510772705078
1.0,699.0,0.1731632649898529
1.0,700.0,0.1677781045436859
1.0,701.0,0.13387645781040192
1.0,702.0,0.13027019798755646
1.0,703.0,0.14926385879516602
1.0,704.0,0.13273566961288452
1.0,705.0,0.15542688965797424
1.0,706.0,0.18973320722579956
1.0,707.0,0.18232452869415283
1.0,708.0,0.15027940273284912
1.0,709.0,0.12988033890724182
1.0,710.0,0.21966415643692017
1.0,711.0,0.1635386347770691
1.0,712.0,0.12870070338249207
1.0,713.0,0.17464257776737213
1.0,714.0,0.14076316356658936
1.0,715.0,0.12451821565628052
1.0,716.0,0.16411811113357544
1.0,717.0,0.183287113904953
1.0,718.0,0.14925572276115417
1.0,719.0,0.14094752073287964
1.0,720.0,0.13952931761741638
1.0,721.0,0.20740672945976257
1.0,722.0,0.16266971826553345
1.0,723.0,0.11719290912151337
1.0,724.0,0.17963005602359772
1.0,725.0,0.17811447381973267
1.0,726.0,0.14573609828948975
1.0,727.0,0.16879576444625854
1.0,728.0,0.15570969879627228
1.0,729.0,0.17503094673156738
1.0,730.0,0.1583961546421051
1.0,731.0,0.1495310366153717
1.0,732.0,0.1406606286764145
1.0,733.0,0.1327565461397171
1.0,734.0,0.15277810394763947
1.0,735.0,0.12659774720668793
1.0,736.0,0.1479598879814148
1.0,737.0,0.17489250004291534
1.0,738.0,0.15627515316009521
1.0,739.0,0.1314578354358673
1.0,740.0,0.11682986468076706
1.0,741.0,0.16719144582748413
1.0,742.0,0.1848384141921997
1.0,743.0,0.12298989295959473
1.0,744.0,0.16655710339546204
1.0,745.0,0.15352368354797363
1.0,746.0,0.14598706364631653
1.0,747.0,0.13008847832679749
1.0,748.0,0.16548055410385132
1.0,749.0,0.1505216360092163
1.0,750.0,0.15085923671722412
1.0,751.0,0.1517338901758194
1.0,752.0,0.15434375405311584
1.0,753.0,0.1581203192472458
1.0,754.0,0.196141317486763
1.0,755.0,0.1412971168756485
1.0,756.0,0.16747529804706573
1.0,757.0,0.15060803294181824
1.0,758.0,0.1356574445962906
1.0,759.0,0.14182208478450775
1.0,760.0,0.14685386419296265
1.0,761.0,0.17170493304729462
1.0,762.0,0.1532258689403534
1.0,763.0,0.15441128611564636
1.0,764.0,0.1228313073515892
1.0,765.0,0.15563805401325226
1.0,766.0,0.15591980516910553
1.0,767.0,0.14194664359092712
1.0,768.0,0.171950101852417
1.0,769.0,0.1390705108642578
1.0,770.0,0.15046365559101105
1.0,771.0,0.15834969282150269
1.0,772.0,0.12761342525482178
1.0,773.0,0.17412236332893372
1.0,774.0,0.15700489282608032
1.0,775.0,0.16745805740356445
1.0,776.0,0.17176486551761627
1.0,777.0,0.13044017553329468
1.0,778.0,0.1541248857975006
1.0,779.0,0.15328656136989594
1.0,780.0,0.1412215381860733
1.0,781.0,0.1497773677110672
1.0,782.0,0.11496993154287338
1.0,783.0,0.13166604936122894
1.0,784.0,0.15986394882202148
1.0,785.0,0.17408056557178497
1.0,786.0,0.16300535202026367
1.0,787.0,0.1426488161087036
1.0,788.0,0.1507670283317566
1.0,789.0,0.16209200024604797
1.0,790.0,0.13530027866363525
1.0,791.0,0.17953401803970337
1.0,792.0,0.1537497639656067
1.0,793.0,0.12603169679641724
1.0,794.0,0.15606173872947693
1.0,795.0,0.15047228336334229
1.0,796.0,0.2023533135652542
1.0,797.0,0.1736333966255188
1.0,798.0,0.14413024485111237
1.0,799.0,0.14949598908424377
1.0,800.0,0.1547149419784546
1.0,801.0,0.15101832151412964
1.0,802.0,0.18704448640346527
1.0,803.0,0.11338785290718079
1.0,804.0,0.1853017508983612
1.0,805.0,0.17663787305355072
1.0,806.0,0.17881661653518677
1.0,807.0,0.19701474905014038
1.0,808.0,0.17918506264686584
1.0,809.0,0.11402732878923416
1.0,810.0,0.14722347259521484
1.0,811.0,0.1311337798833847
1.0,812.0,0.1772053837776184
1.0,813.0,0.178788423538208
1.0,814.0,0.16542524099349976
1.0,815.0,0.14570394158363342
1.0,816.0,0.15179309248924255
1.0,817.0,0.15736737847328186
1.0,818.0,0.1342574656009674
1.0,819.0,0.14133940637111664
1.0,820.0,0.18228906393051147
1.0,821.0,0.1762084662914276
1.0,822.0,0.15897104144096375
